"year","value","state","item","units","base"
2023,219.33165,"UT","Total Personal Income","Billion Dollars","Nominal"
2024,231.9764,"UT","Total Personal Income","Billion Dollars","Nominal"
1948,0.4379,"VT","Total Personal Income","Billion Dollars","Nominal"
1949,0.4231,"VT","Total Personal Income","Billion Dollars","Nominal"
1950,0.4506,"VT","Total Personal Income","Billion Dollars","Nominal"
1951,0.51555,"VT","Total Personal Income","Billion Dollars","Nominal"
1952,0.528675,"VT","Total Personal Income","Billion Dollars","Nominal"
1953,0.554275,"VT","Total Personal Income","Billion Dollars","Nominal"
1954,0.562075,"VT","Total Personal Income","Billion Dollars","Nominal"
1955,0.584925,"VT","Total Personal Income","Billion Dollars","Nominal"
1956,0.639675,"VT","Total Personal Income","Billion Dollars","Nominal"
1957,0.663125,"VT","Total Personal Income","Billion Dollars","Nominal"
1958,0.6763,"VT","Total Personal Income","Billion Dollars","Nominal"
1959,0.7271,"VT","Total Personal Income","Billion Dollars","Nominal"
1960,0.7683,"VT","Total Personal Income","Billion Dollars","Nominal"
1961,0.80075,"VT","Total Personal Income","Billion Dollars","Nominal"
1962,0.840475,"VT","Total Personal Income","Billion Dollars","Nominal"
1963,0.871275,"VT","Total Personal Income","Billion Dollars","Nominal"
1964,0.933675,"VT","Total Personal Income","Billion Dollars","Nominal"
1965,1.02225,"VT","Total Personal Income","Billion Dollars","Nominal"
1966,1.159775,"VT","Total Personal Income","Billion Dollars","Nominal"
1967,1.256075,"VT","Total Personal Income","Billion Dollars","Nominal"
1968,1.38245,"VT","Total Personal Income","Billion Dollars","Nominal"
1969,1.51545,"VT","Total Personal Income","Billion Dollars","Nominal"
1970,1.663925,"VT","Total Personal Income","Billion Dollars","Nominal"
1971,1.802275,"VT","Total Personal Income","Billion Dollars","Nominal"
1972,1.98905,"VT","Total Personal Income","Billion Dollars","Nominal"
1973,2.1839,"VT","Total Personal Income","Billion Dollars","Nominal"
1974,2.364025,"VT","Total Personal Income","Billion Dollars","Nominal"
1975,2.5918,"VT","Total Personal Income","Billion Dollars","Nominal"
1976,2.876025,"VT","Total Personal Income","Billion Dollars","Nominal"
1977,3.120125,"VT","Total Personal Income","Billion Dollars","Nominal"
1978,3.5734,"VT","Total Personal Income","Billion Dollars","Nominal"
1979,4.014875,"VT","Total Personal Income","Billion Dollars","Nominal"
1980,4.50655,"VT","Total Personal Income","Billion Dollars","Nominal"
1981,5.061325,"VT","Total Personal Income","Billion Dollars","Nominal"
1982,5.49115,"VT","Total Personal Income","Billion Dollars","Nominal"
1983,5.906025,"VT","Total Personal Income","Billion Dollars","Nominal"
1984,6.48035,"VT","Total Personal Income","Billion Dollars","Nominal"
1985,7.03115,"VT","Total Personal Income","Billion Dollars","Nominal"
1986,7.564825,"VT","Total Personal Income","Billion Dollars","Nominal"
1987,8.173325,"VT","Total Personal Income","Billion Dollars","Nominal"
1988,8.965125,"VT","Total Personal Income","Billion Dollars","Nominal"
1989,9.903075,"VT","Total Personal Income","Billion Dollars","Nominal"
1990,10.29395,"VT","Total Personal Income","Billion Dollars","Nominal"
1991,10.5073,"VT","Total Personal Income","Billion Dollars","Nominal"
1992,11.227,"VT","Total Personal Income","Billion Dollars","Nominal"
1993,11.661125,"VT","Total Personal Income","Billion Dollars","Nominal"
1994,12.22305,"VT","Total Personal Income","Billion Dollars","Nominal"
1995,12.8622,"VT","Total Personal Income","Billion Dollars","Nominal"
1996,13.54565,"VT","Total Personal Income","Billion Dollars","Nominal"
1997,14.358975,"VT","Total Personal Income","Billion Dollars","Nominal"
1998,15.458675,"VT","Total Personal Income","Billion Dollars","Nominal"
1999,16.326175,"VT","Total Personal Income","Billion Dollars","Nominal"
2000,17.6802,"VT","Total Personal Income","Billion Dollars","Nominal"
2001,18.79745,"VT","Total Personal Income","Billion Dollars","Nominal"
2002,19.198075,"VT","Total Personal Income","Billion Dollars","Nominal"
2003,19.94585,"VT","Total Personal Income","Billion Dollars","Nominal"
2004,21.0491,"VT","Total Personal Income","Billion Dollars","Nominal"
2005,21.477425,"VT","Total Personal Income","Billion Dollars","Nominal"
2006,22.80345,"VT","Total Personal Income","Billion Dollars","Nominal"
2007,24.06295,"VT","Total Personal Income","Billion Dollars","Nominal"
2008,25.4494,"VT","Total Personal Income","Billion Dollars","Nominal"
2009,25.2164,"VT","Total Personal Income","Billion Dollars","Nominal"
2010,25.988725,"VT","Total Personal Income","Billion Dollars","Nominal"
2011,27.54775,"VT","Total Personal Income","Billion Dollars","Nominal"
2012,28.29185,"VT","Total Personal Income","Billion Dollars","Nominal"
2013,28.665975,"VT","Total Personal Income","Billion Dollars","Nominal"
2014,29.724475,"VT","Total Personal Income","Billion Dollars","Nominal"
2015,30.597975,"VT","Total Personal Income","Billion Dollars","Nominal"
2016,31.073275,"VT","Total Personal Income","Billion Dollars","Nominal"
2017,31.960175,"VT","Total Personal Income","Billion Dollars","Nominal"
2018,33.117075,"VT","Total Personal Income","Billion Dollars","Nominal"
2019,34.83795,"VT","Total Personal Income","Billion Dollars","Nominal"
2020,37.376675,"VT","Total Personal Income","Billion Dollars","Nominal"
2021,39.3546,"VT","Total Personal Income","Billion Dollars","Nominal"
2022,41.171625,"VT","Total Personal Income","Billion Dollars","Nominal"
2023,43.3359,"VT","Total Personal Income","Billion Dollars","Nominal"
2024,45.17855,"VT","Total Personal Income","Billion Dollars","Nominal"
1948,3.8541,"VA","Total Personal Income","Billion Dollars","Nominal"
1949,3.90045,"VA","Total Personal Income","Billion Dollars","Nominal"
1950,4.39905,"VA","Total Personal Income","Billion Dollars","Nominal"
1951,5.192675,"VA","Total Personal Income","Billion Dollars","Nominal"
1952,5.6577,"VA","Total Personal Income","Billion Dollars","Nominal"
1953,5.85845,"VA","Total Personal Income","Billion Dollars","Nominal"
1954,5.96,"VA","Total Personal Income","Billion Dollars","Nominal"
1955,6.293225,"VA","Total Personal Income","Billion Dollars","Nominal"
1956,6.80925,"VA","Total Personal Income","Billion Dollars","Nominal"
1957,7.17935,"VA","Total Personal Income","Billion Dollars","Nominal"
1958,7.416325,"VA","Total Personal Income","Billion Dollars","Nominal"
1959,7.9254,"VA","Total Personal Income","Billion Dollars","Nominal"
1960,8.173175,"VA","Total Personal Income","Billion Dollars","Nominal"
1961,8.70555,"VA","Total Personal Income","Billion Dollars","Nominal"
1962,9.3957,"VA","Total Personal Income","Billion Dollars","Nominal"
1963,10.1066,"VA","Total Personal Income","Billion Dollars","Nominal"
1964,11.15105,"VA","Total Personal Income","Billion Dollars","Nominal"
1965,12.0375,"VA","Total Personal Income","Billion Dollars","Nominal"
1966,13.026725,"VA","Total Personal Income","Billion Dollars","Nominal"
1967,14.251175,"VA","Total Personal Income","Billion Dollars","Nominal"
1968,15.768225,"VA","Total Personal Income","Billion Dollars","Nominal"
1969,17.847675,"VA","Total Personal Income","Billion Dollars","Nominal"
1970,19.37165,"VA","Total Personal Income","Billion Dollars","Nominal"
1971,21.41095,"VA","Total Personal Income","Billion Dollars","Nominal"
1972,23.76415,"VA","Total Personal Income","Billion Dollars","Nominal"
1973,26.612725,"VA","Total Personal Income","Billion Dollars","Nominal"
1974,29.4896,"VA","Total Personal Income","Billion Dollars","Nominal"
1975,32.379775,"VA","Total Personal Income","Billion Dollars","Nominal"
1976,35.770825,"VA","Total Personal Income","Billion Dollars","Nominal"
1977,39.6312,"VA","Total Personal Income","Billion Dollars","Nominal"
1978,44.9904,"VA","Total Personal Income","Billion Dollars","Nominal"
1979,50.186325,"VA","Total Personal Income","Billion Dollars","Nominal"
1980,56.746075,"VA","Total Personal Income","Billion Dollars","Nominal"
1981,63.65125,"VA","Total Personal Income","Billion Dollars","Nominal"
1982,68.805225,"VA","Total Personal Income","Billion Dollars","Nominal"
1983,74.253825,"VA","Total Personal Income","Billion Dollars","Nominal"
1984,82.549775,"VA","Total Personal Income","Billion Dollars","Nominal"
1985,89.269125,"VA","Total Personal Income","Billion Dollars","Nominal"
1986,96.310275,"VA","Total Personal Income","Billion Dollars","Nominal"
1987,103.737725,"VA","Total Personal Income","Billion Dollars","Nominal"
1988,113.85575,"VA","Total Personal Income","Billion Dollars","Nominal"
1989,123.15115,"VA","Total Personal Income","Billion Dollars","Nominal"
1990,129.5616,"VA","Total Personal Income","Billion Dollars","Nominal"
1991,135.176,"VA","Total Personal Income","Billion Dollars","Nominal"
1992,143.61685,"VA","Total Personal Income","Billion Dollars","Nominal"
1993,150.89245,"VA","Total Personal Income","Billion Dollars","Nominal"
1994,158.7927,"VA","Total Personal Income","Billion Dollars","Nominal"
1995,166.8439,"VA","Total Personal Income","Billion Dollars","Nominal"
1996,175.083775,"VA","Total Personal Income","Billion Dollars","Nominal"
1997,186.626625,"VA","Total Personal Income","Billion Dollars","Nominal"
1998,199.8836,"VA","Total Personal Income","Billion Dollars","Nominal"
1999,214.0257,"VA","Total Personal Income","Billion Dollars","Nominal"
2000,231.869825,"VA","Total Personal Income","Billion Dollars","Nominal"
2001,244.31435,"VA","Total Personal Income","Billion Dollars","Nominal"
2002,251.357725,"VA","Total Personal Income","Billion Dollars","Nominal"
2003,266.3252,"VA","Total Personal Income","Billion Dollars","Nominal"
2004,284.68725,"VA","Total Personal Income","Billion Dollars","Nominal"
2005,303.2889,"VA","Total Personal Income","Billion Dollars","Nominal"
2006,323.553825,"VA","Total Personal Income","Billion Dollars","Nominal"
2007,341.20035,"VA","Total Personal Income","Billion Dollars","Nominal"
2008,355.506375,"VA","Total Personal Income","Billion Dollars","Nominal"
2009,349.465375,"VA","Total Personal Income","Billion Dollars","Nominal"
2010,364.67795,"VA","Total Personal Income","Billion Dollars","Nominal"
2011,385.63515,"VA","Total Personal Income","Billion Dollars","Nominal"
2012,402.0721,"VA","Total Personal Income","Billion Dollars","Nominal"
2013,398.579775,"VA","Total Personal Income","Billion Dollars","Nominal"
2014,414.71005,"VA","Total Personal Income","Billion Dollars","Nominal"
2015,433.08825,"VA","Total Personal Income","Billion Dollars","Nominal"
2016,444.6914,"VA","Total Personal Income","Billion Dollars","Nominal"
2017,462.3722,"VA","Total Personal Income","Billion Dollars","Nominal"
2018,479.7666,"VA","Total Personal Income","Billion Dollars","Nominal"
2019,501.7708,"VA","Total Personal Income","Billion Dollars","Nominal"
2020,530.3518,"VA","Total Personal Income","Billion Dollars","Nominal"
2021,579.8941,"VA","Total Personal Income","Billion Dollars","Nominal"
2022,604.996475,"VA","Total Personal Income","Billion Dollars","Nominal"
2023,643.57865,"VA","Total Personal Income","Billion Dollars","Nominal"
2024,674.48865,"VA","Total Personal Income","Billion Dollars","Nominal"
1948,3.783875,"WA","Total Personal Income","Billion Dollars","Nominal"
1949,3.799675,"WA","Total Personal Income","Billion Dollars","Nominal"
1950,4.2899,"WA","Total Personal Income","Billion Dollars","Nominal"
1951,4.7401,"WA","Total Personal Income","Billion Dollars","Nominal"
1952,5.051175,"WA","Total Personal Income","Billion Dollars","Nominal"
1953,5.346525,"WA","Total Personal Income","Billion Dollars","Nominal"
1954,5.492675,"WA","Total Personal Income","Billion Dollars","Nominal"
1955,5.785025,"WA","Total Personal Income","Billion Dollars","Nominal"
1956,6.076,"WA","Total Personal Income","Billion Dollars","Nominal"
1957,6.459275,"WA","Total Personal Income","Billion Dollars","Nominal"
1958,6.5883,"WA","Total Personal Income","Billion Dollars","Nominal"
1959,6.99475,"WA","Total Personal Income","Billion Dollars","Nominal"
1960,7.248,"WA","Total Personal Income","Billion Dollars","Nominal"
1961,7.609325,"WA","Total Personal Income","Billion Dollars","Nominal"
1962,8.203075,"WA","Total Personal Income","Billion Dollars","Nominal"
1963,8.39395,"WA","Total Personal Income","Billion Dollars","Nominal"
1964,8.78735,"WA","Total Personal Income","Billion Dollars","Nominal"
1965,9.465125,"WA","Total Personal Income","Billion Dollars","Nominal"
1966,10.69335,"WA","Total Personal Income","Billion Dollars","Nominal"
1967,11.710425,"WA","Total Personal Income","Billion Dollars","Nominal"
1968,13.034825,"WA","Total Personal Income","Billion Dollars","Nominal"
1969,14.235775,"WA","Total Personal Income","Billion Dollars","Nominal"
1970,15.036675,"WA","Total Personal Income","Billion Dollars","Nominal"
1971,15.83855,"WA","Total Personal Income","Billion Dollars","Nominal"
1972,17.079025,"WA","Total Personal Income","Billion Dollars","Nominal"
1973,19.23605,"WA","Total Personal Income","Billion Dollars","Nominal"
1974,21.826725,"WA","Total Personal Income","Billion Dollars","Nominal"
1975,24.719575,"WA","Total Personal Income","Billion Dollars","Nominal"
1976,27.398775,"WA","Total Personal Income","Billion Dollars","Nominal"
1977,30.411975,"WA","Total Personal Income","Billion Dollars","Nominal"
1978,35.3666,"WA","Total Personal Income","Billion Dollars","Nominal"
1979,40.75295,"WA","Total Personal Income","Billion Dollars","Nominal"
1980,46.2547,"WA","Total Personal Income","Billion Dollars","Nominal"
1981,51.3651,"WA","Total Personal Income","Billion Dollars","Nominal"
1982,54.573625,"WA","Total Personal Income","Billion Dollars","Nominal"
1983,58.2918,"WA","Total Personal Income","Billion Dollars","Nominal"
1984,62.35875,"WA","Total Personal Income","Billion Dollars","Nominal"
1985,66.336825,"WA","Total Personal Income","Billion Dollars","Nominal"
1986,70.834,"WA","Total Personal Income","Billion Dollars","Nominal"
1987,74.7457,"WA","Total Personal Income","Billion Dollars","Nominal"
1988,81.65175,"WA","Total Personal Income","Billion Dollars","Nominal"
1989,90.213825,"WA","Total Personal Income","Billion Dollars","Nominal"
1990,99.135225,"WA","Total Personal Income","Billion Dollars","Nominal"
1991,106.28825,"WA","Total Personal Income","Billion Dollars","Nominal"
1992,114.669875,"WA","Total Personal Income","Billion Dollars","Nominal"
1993,120.5464,"WA","Total Personal Income","Billion Dollars","Nominal"
1994,126.690075,"WA","Total Personal Income","Billion Dollars","Nominal"
1995,133.9348,"WA","Total Personal Income","Billion Dollars","Nominal"
1996,143.92925,"WA","Total Personal Income","Billion Dollars","Nominal"
1997,154.610925,"WA","Total Personal Income","Billion Dollars","Nominal"
1998,169.36545,"WA","Total Personal Income","Billion Dollars","Nominal"
1999,179.87035,"WA","Total Personal Income","Billion Dollars","Nominal"
2000,192.317775,"WA","Total Personal Income","Billion Dollars","Nominal"
2001,197.445675,"WA","Total Personal Income","Billion Dollars","Nominal"
2002,201.073125,"WA","Total Personal Income","Billion Dollars","Nominal"
2003,209.16785,"WA","Total Personal Income","Billion Dollars","Nominal"
2004,224.342925,"WA","Total Personal Income","Billion Dollars","Nominal"
2005,232.783775,"WA","Total Personal Income","Billion Dollars","Nominal"
2006,253.199875,"WA","Total Personal Income","Billion Dollars","Nominal"
2007,274.77045,"WA","Total Personal Income","Billion Dollars","Nominal"
2008,289.381125,"WA","Total Personal Income","Billion Dollars","Nominal"
2009,277.8898,"WA","Total Personal Income","Billion Dollars","Nominal"
2010,285.43675,"WA","Total Personal Income","Billion Dollars","Nominal"
2011,302.460825,"WA","Total Personal Income","Billion Dollars","Nominal"
2012,324.882725,"WA","Total Personal Income","Billion Dollars","Nominal"
2013,330.952575,"WA","Total Personal Income","Billion Dollars","Nominal"
